Running 10 trials.
Epoch 1 	 Loss: 0.083881 	Val Loss: 0.026441
Epoch 1 	 Train Loss: 2.200023 	 Train acc: 0.484290 	 Val Loss: 2.090985 	 Val acc 0.371364
Epoch 12 	 Train Loss: 0.160588 	 Train acc: 0.964033 	 Val Loss: 3.476588 	 Val acc 0.328054
Epoch 13 	 Train Loss: 0.158605 	 Train acc: 0.964684 	 Val Loss: 3.518727 	 Val acc 0.327408
Epoch 14 	 Train Loss: 0.156417 	 Train acc: 0.964126 	 Val Loss: 3.539356 	 Val acc 0.323853
Epoch 15 	 Train Loss: 0.154393 	 Train acc: 0.965056 	 Val Loss: 3.566868 	 Val acc 0.329347
Epoch 16 	 Train Loss: 0.153618 	 Train acc: 0.965149 	 Val Loss: 3.604588 	 Val acc 0.323529
Epoch 17 	 Train Loss: 0.149820 	 Train acc: 0.965799 	 Val Loss: 3.626153 	 Val acc 0.328378
Epoch 18 	 Train Loss: 0.148089 	 Train acc: 0.966171 	 Val Loss: 3.605397 	 Val acc 0.320297
Epoch 19 	 Train Loss: 0.147982 	 Train acc: 0.965706 	 Val Loss: 3.663702 	 Val acc 0.318358
Epoch 20 	 Train Loss: 0.145683 	 Train acc: 0.966078 	 Val Loss: 3.670548 	 Val acc 0.320944
Epoch 1 	 Loss: 0.082728 	Val Loss: 0.026864
Epoch 1 	 Train Loss: 2.205168 	 Train acc: 0.480497 	 Val Loss: 2.113950 	 Val acc 0.364900
Epoch 2 	 Train Loss: 0.570087 	 Train acc: 0.899560 	 Val Loss: 2.490156 	 Val acc 0.355527
Epoch 3 	 Train Loss: 0.297708 	 Train acc: 0.942379 	 Val Loss: 2.768853 	 Val acc 0.355527
Epoch 4 	 Train Loss: 0.232902 	 Train acc: 0.951673 	 Val Loss: 3.027657 	 Val acc 0.342599
Epoch 5 	 Train Loss: 0.208017 	 Train acc: 0.956134 	 Val Loss: 3.151344 	 Val acc 0.338720
Epoch 6 	 Train Loss: 0.191967 	 Train acc: 0.959051 	 Val Loss: 3.287590 	 Val acc 0.340983
Epoch 7 	 Train Loss: 0.183739 	 Train acc: 0.960259 	 Val Loss: 3.404276 	 Val acc 0.336134
Epoch 8 	 Train Loss: 0.177652 	 Train acc: 0.961152 	 Val Loss: 3.441065 	 Val acc 0.342599
Epoch 9 	 Train Loss: 0.171960 	 Train acc: 0.961617 	 Val Loss: 3.530685 	 Val acc 0.339690
Epoch 10 	 Train Loss: 0.168343 	 Train acc: 0.962407 	 Val Loss: 3.542456 	 Val acc 0.342599
Epoch 11 	 Train Loss: 0.165252 	 Train acc: 0.963104 	 Val Loss: 3.604606 	 Val acc 0.344215
Epoch 12 	 Train Loss: 0.160202 	 Train acc: 0.963662 	 Val Loss: 3.644364 	 Val acc 0.342275
Epoch 13 	 Train Loss: 0.159386 	 Train acc: 0.964080 	 Val Loss: 3.660422 	 Val acc 0.339690
Epoch 14 	 Train Loss: 0.155491 	 Train acc: 0.963976 	 Val Loss: 3.700696 	 Val acc 0.339690
Epoch 15 	 Train Loss: 0.152931 	 Train acc: 0.964709 	 Val Loss: 3.732773 	 Val acc 0.338397
Epoch 16 	 Train Loss: 0.152433 	 Train acc: 0.965009 	 Val Loss: 3.785577 	 Val acc 0.334195
Epoch 17 	 Train Loss: 0.149923 	 Train acc: 0.965556 	 Val Loss: 3.760966 	 Val acc 0.332902
Epoch 18 	 Train Loss: 0.146806 	 Train acc: 0.966032 	 Val Loss: 3.780478 	 Val acc 0.333226
Epoch 19 	 Train Loss: 0.145678 	 Train acc: 0.965753 	 Val Loss: 3.818581 	 Val acc 0.336458
Epoch 20 	 Train Loss: 0.144204 	 Train acc: 0.966775 	 Val Loss: 3.851720 	 Val acc 0.330963
Epoch 1 	 Loss: 0.087527 	Val Loss: 0.027964
Epoch 1 	 Train Loss: 2.230730 	 Train acc: 0.479322 	 Val Loss: 2.104094 	 Val acc 0.372657
Epoch 2 	 Train Loss: 0.579692 	 Train acc: 0.898409 	 Val Loss: 2.507156 	 Val acc 0.350356
Epoch 3 	 Train Loss: 0.307902 	 Train acc: 0.941775 	 Val Loss: 2.765837 	 Val acc 0.351002
Epoch 4 	 Train Loss: 0.239038 	 Train acc: 0.950257 	 Val Loss: 2.984416 	 Val acc 0.335165
Epoch 5 	 Train Loss: 0.213668 	 Train acc: 0.954600 	 Val Loss: 3.121659 	 Val acc 0.329347
Epoch 6 	 Train Loss: 0.198695 	 Train acc: 0.957982 	 Val Loss: 3.293763 	 Val acc 0.322883
Epoch 7 	 Train Loss: 0.187039 	 Train acc: 0.960688 	 Val Loss: 3.356259 	 Val acc 0.321913
Epoch 8 	 Train Loss: 0.180328 	 Train acc: 0.961328 	 Val Loss: 3.476108 	 Val acc 0.319005
Epoch 9 	 Train Loss: 0.174948 	 Train acc: 0.962025 	 Val Loss: 3.537881 	 Val acc 0.319328
Epoch 10 	 Train Loss: 0.169254 	 Train acc: 0.962664 	 Val Loss: 3.614506 	 Val acc 0.312864
Epoch 11 	 Train Loss: 0.165220 	 Train acc: 0.963058 	 Val Loss: 3.628444 	 Val acc 0.317065
Epoch 12 	 Train Loss: 0.164291 	 Train acc: 0.963104 	 Val Loss: 3.715066 	 Val acc 0.314480
Epoch 13 	 Train Loss: 0.159943 	 Train acc: 0.964312 	 Val Loss: 3.757998 	 Val acc 0.312540
Epoch 14 	 Train Loss: 0.159619 	 Train acc: 0.963708 	 Val Loss: 3.781999 	 Val acc 0.315449
Epoch 15 	 Train Loss: 0.156140 	 Train acc: 0.964859 	 Val Loss: 3.816541 	 Val acc 0.310278
Epoch 16 	 Train Loss: 0.153019 	 Train acc: 0.965556 	 Val Loss: 3.871759 	 Val acc 0.307369
Epoch 17 	 Train Loss: 0.153684 	 Train acc: 0.964756 	 Val Loss: 3.894249 	 Val acc 0.311248
Epoch 18 	 Train Loss: 0.150335 	 Train acc: 0.965613 	 Val Loss: 3.887387 	 Val acc 0.309955
Epoch 19 	 Train Loss: 0.148041 	 Train acc: 0.965939 	 Val Loss: 3.934015 	 Val acc 0.312217
Epoch 20 	 Train Loss: 0.146780 	 Train acc: 0.965985 	 Val Loss: 3.916508 	 Val acc 0.310278
Epoch 1 	 Loss: 0.084798 	Val Loss: 0.026494
Epoch 1 	 Train Loss: 2.217435 	 Train acc: 0.483124 	 Val Loss: 2.096830 	 Val acc 0.367485
Epoch 2 	 Train Loss: 0.570742 	 Train acc: 0.902173 	 Val Loss: 2.442530 	 Val acc 0.359082
Epoch 3 	 Train Loss: 0.301636 	 Train acc: 0.941067 	 Val Loss: 2.743637 	 Val acc 0.354557
Epoch 4 	 Train Loss: 0.237949 	 Train acc: 0.951115 	 Val Loss: 2.947508 	 Val acc 0.350679
Epoch 5 	 Train Loss: 0.209077 	 Train acc: 0.955669 	 Val Loss: 3.110115 	 Val acc 0.341629
Epoch 6 	 Train Loss: 0.196435 	 Train acc: 0.957889 	 Val Loss: 3.248787 	 Val acc 0.338074
Epoch 7 	 Train Loss: 0.185110 	 Train acc: 0.960563 	 Val Loss: 3.341243 	 Val acc 0.340336
Epoch 8 	 Train Loss: 0.179441 	 Train acc: 0.961431 	 Val Loss: 3.441734 	 Val acc 0.334842
Epoch 9 	 Train Loss: 0.173770 	 Train acc: 0.961478 	 Val Loss: 3.516886 	 Val acc 0.330640
Epoch 10 	 Train Loss: 0.170082 	 Train acc: 0.962175 	 Val Loss: 3.575289 	 Val acc 0.340336
Epoch 11 	 Train Loss: 0.165219 	 Train acc: 0.962582 	 Val Loss: 3.581971 	 Val acc 0.339043
Epoch 12 	 Train Loss: 0.163341 	 Train acc: 0.963662 	 Val Loss: 3.617670 	 Val acc 0.335488
Epoch 13 	 Train Loss: 0.161616 	 Train acc: 0.963755 	 Val Loss: 3.662372 	 Val acc 0.336134
Epoch 14 	 Train Loss: 0.157356 	 Train acc: 0.963987 	 Val Loss: 3.729078 	 Val acc 0.330963
Epoch 15 	 Train Loss: 0.155234 	 Train acc: 0.964756 	 Val Loss: 3.729716 	 Val acc 0.332579
Epoch 16 	 Train Loss: 0.153021 	 Train acc: 0.963987 	 Val Loss: 3.809230 	 Val acc 0.328054
Epoch 17 	 Train Loss: 0.152284 	 Train acc: 0.965009 	 Val Loss: 3.857595 	 Val acc 0.325145
Epoch 18 	 Train Loss: 0.150635 	 Train acc: 0.965056 	 Val Loss: 3.801463 	 Val acc 0.323853
Epoch 19 	 Train Loss: 0.147531 	 Train acc: 0.965428 	 Val Loss: 3.813538 	 Val acc 0.331286
Epoch 20 	 Train Loss: 0.145273 	 Train acc: 0.965324 	 Val Loss: 3.847023 	 Val acc 0.326761
Epoch 1 	 Loss: 0.082459 	Val Loss: 0.025858
Epoch 1 	 Train Loss: 2.196792 	 Train acc: 0.486221 	 Val Loss: 2.112230 	 Val acc 0.371041
Epoch 2 	 Train Loss: 0.572144 	 Train acc: 0.903067 	 Val Loss: 2.483896 	 Val acc 0.351325
Epoch 3 	 Train Loss: 0.302889 	 Train acc: 0.941671 	 Val Loss: 2.759476 	 Val acc 0.346154
Epoch 4 	 Train Loss: 0.235228 	 Train acc: 0.950547 	 Val Loss: 2.955889 	 Val acc 0.343245
Epoch 5 	 Train Loss: 0.208175 	 Train acc: 0.956506 	 Val Loss: 3.121066 	 Val acc 0.336458
Epoch 6 	 Train Loss: 0.196191 	 Train acc: 0.958178 	 Val Loss: 3.190835 	 Val acc 0.340983
Epoch 7 	 Train Loss: 0.185866 	 Train acc: 0.960073 	 Val Loss: 3.292396 	 Val acc 0.337750
Epoch 8 	 Train Loss: 0.178098 	 Train acc: 0.961492 	 Val Loss: 3.411248 	 Val acc 0.330963
Epoch 9 	 Train Loss: 0.174235 	 Train acc: 0.961560 	 Val Loss: 3.441287 	 Val acc 0.330640
Epoch 10 	 Train Loss: 0.169830 	 Train acc: 0.962118 	 Val Loss: 3.491809 	 Val acc 0.328378
Epoch 11 	 Train Loss: 0.166683 	 Train acc: 0.963176 	 Val Loss: 3.533803 	 Val acc 0.331933
Epoch 12 	 Train Loss: 0.161552 	 Train acc: 0.963930 	 Val Loss: 3.581763 	 Val acc 0.328701
Epoch 13 	 Train Loss: 0.159085 	 Train acc: 0.964359 	 Val Loss: 3.663938 	 Val acc 0.321913
Epoch 14 	 Train Loss: 0.158817 	 Train acc: 0.963919 	 Val Loss: 3.662545 	 Val acc 0.327731
Epoch 15 	 Train Loss: 0.156207 	 Train acc: 0.964545 	 Val Loss: 3.712286 	 Val acc 0.321913
Epoch 16 	 Train Loss: 0.152848 	 Train acc: 0.964906 	 Val Loss: 3.736570 	 Val acc 0.311248
Epoch 17 	 Train Loss: 0.151171 	 Train acc: 0.965149 	 Val Loss: 3.733761 	 Val acc 0.317712
Epoch 18 	 Train Loss: 0.148681 	 Train acc: 0.965974 	 Val Loss: 3.773684 	 Val acc 0.317388
Epoch 19 	 Train Loss: 0.147049 	 Train acc: 0.965696 	 Val Loss: 3.767938 	 Val acc 0.316742
Epoch 20 	 Train Loss: 0.146487 	 Train acc: 0.965335 	 Val Loss: 3.793512 	 Val acc 0.316742
Epoch 1 	 Loss: 0.084754 	Val Loss: 0.026661
Epoch 1 	 Train Loss: 2.189962 	 Train acc: 0.487635 	 Val Loss: 2.100664 	 Val acc 0.368132
Epoch 2 	 Train Loss: 0.560300 	 Train acc: 0.903474 	 Val Loss: 2.477501 	 Val acc 0.358436
Epoch 3 	 Train Loss: 0.294919 	 Train acc: 0.943309 	 Val Loss: 2.753725 	 Val acc 0.353264
Epoch 4 	 Train Loss: 0.231450 	 Train acc: 0.951197 	 Val Loss: 2.966214 	 Val acc 0.349063
Epoch 5 	 Train Loss: 0.205211 	 Train acc: 0.955623 	 Val Loss: 3.143178 	 Val acc 0.337104
Epoch 6 	 Train Loss: 0.193520 	 Train acc: 0.958690 	 Val Loss: 3.248823 	 Val acc 0.334842
Epoch 7 	 Train Loss: 0.183873 	 Train acc: 0.960037 	 Val Loss: 3.362516 	 Val acc 0.328701
Epoch 8 	 Train Loss: 0.177348 	 Train acc: 0.960920 	 Val Loss: 3.404440 	 Val acc 0.333226
Epoch 9 	 Train Loss: 0.170707 	 Train acc: 0.962396 	 Val Loss: 3.516106 	 Val acc 0.325792
Epoch 10 	 Train Loss: 0.167893 	 Train acc: 0.963243 	 Val Loss: 3.507335 	 Val acc 0.329347
Epoch 11 	 Train Loss: 0.163033 	 Train acc: 0.963429 	 Val Loss: 3.606525 	 Val acc 0.324176
Epoch 12 	 Train Loss: 0.162919 	 Train acc: 0.963429 	 Val Loss: 3.637880 	 Val acc 0.324822
Epoch 13 	 Train Loss: 0.158640 	 Train acc: 0.964359 	 Val Loss: 3.669808 	 Val acc 0.324499
Epoch 14 	 Train Loss: 0.155011 	 Train acc: 0.964162 	 Val Loss: 3.744766 	 Val acc 0.311571
Epoch 15 	 Train Loss: 0.154399 	 Train acc: 0.964116 	 Val Loss: 3.748786 	 Val acc 0.321913
Epoch 16 	 Train Loss: 0.151785 	 Train acc: 0.965474 	 Val Loss: 3.770432 	 Val acc 0.316742
Epoch 17 	 Train Loss: 0.148521 	 Train acc: 0.965242 	 Val Loss: 3.788568 	 Val acc 0.319974
Epoch 18 	 Train Loss: 0.150840 	 Train acc: 0.964730 	 Val Loss: 3.785187 	 Val acc 0.319974
Epoch 19 	 Train Loss: 0.145756 	 Train acc: 0.965567 	 Val Loss: 3.816933 	 Val acc 0.326115
Epoch 20 	 Train Loss: 0.145142 	 Train acc: 0.965184 	 Val Loss: 3.844319 	 Val acc 0.320297
Epoch 1 	 Loss: 0.087550 	Val Loss: 0.029399
Epoch 1 	 Train Loss: 2.195543 	 Train acc: 0.487155 	 Val Loss: 2.117498 	 Val acc 0.369101
Epoch 2 	 Train Loss: 0.569265 	 Train acc: 0.900640 	 Val Loss: 2.466380 	 Val acc 0.356496
Epoch 3 	 Train Loss: 0.301955 	 Train acc: 0.940231 	 Val Loss: 2.735686 	 Val acc 0.348739
Epoch 4 	 Train Loss: 0.236740 	 Train acc: 0.948931 	 Val Loss: 2.907431 	 Val acc 0.349063
Epoch 5 	 Train Loss: 0.210541 	 Train acc: 0.955297 	 Val Loss: 3.116657 	 Val acc 0.333549
Epoch 6 	 Train Loss: 0.193399 	 Train acc: 0.957971 	 Val Loss: 3.226229 	 Val acc 0.331610
Epoch 7 	 Train Loss: 0.185575 	 Train acc: 0.959469 	 Val Loss: 3.302394 	 Val acc 0.342599
Epoch 8 	 Train Loss: 0.178718 	 Train acc: 0.960223 	 Val Loss: 3.393213 	 Val acc 0.332579
Epoch 9 	 Train Loss: 0.172506 	 Train acc: 0.961828 	 Val Loss: 3.463324 	 Val acc 0.336781
Epoch 10 	 Train Loss: 0.169062 	 Train acc: 0.961849 	 Val Loss: 3.516149 	 Val acc 0.333226
Epoch 11 	 Train Loss: 0.164920 	 Train acc: 0.963476 	 Val Loss: 3.527976 	 Val acc 0.336134
Epoch 12 	 Train Loss: 0.162129 	 Train acc: 0.964080 	 Val Loss: 3.584890 	 Val acc 0.332579
Epoch 13 	 Train Loss: 0.158589 	 Train acc: 0.964684 	 Val Loss: 3.663314 	 Val acc 0.324822
Epoch 14 	 Train Loss: 0.156111 	 Train acc: 0.964126 	 Val Loss: 3.681552 	 Val acc 0.332902
Epoch 15 	 Train Loss: 0.153567 	 Train acc: 0.964033 	 Val Loss: 3.728918 	 Val acc 0.335811
Epoch 16 	 Train Loss: 0.152686 	 Train acc: 0.965520 	 Val Loss: 3.746084 	 Val acc 0.329994
Epoch 17 	 Train Loss: 0.149550 	 Train acc: 0.965706 	 Val Loss: 3.762711 	 Val acc 0.329347
Epoch 18 	 Train Loss: 0.147996 	 Train acc: 0.966032 	 Val Loss: 3.804718 	 Val acc 0.325469
Epoch 19 	 Train Loss: 0.146843 	 Train acc: 0.965231 	 Val Loss: 3.810063 	 Val acc 0.326761
Epoch 20 	 Train Loss: 0.145157 	 Train acc: 0.965835 	 Val Loss: 3.764049 	 Val acc 0.332256
Mean acc is 0.3248222365869425
Standard deviation acc is 0.008368759528523359
Best acc is 0.33968972204266323
Experiment was type fold4 : folder ../ZeroShotESCData/pickles/arca23kfsd/YAMNet_normal_fold4.pickle
