Running 10 trials.
Epoch 1 	 Loss: 1.784446 	Val Loss: 0.540024
Epoch 1 	 Train Loss: 3.522138 	 Train acc: 0.175000 	 Val Loss: 2.116898 	 Val acc 0.265000
Epoch 5 	 Train Loss: 1.053278 	 Train acc: 0.793125 	 Val Loss: 2.089669 	 Val acc 0.285000
Epoch 6 	 Train Loss: 0.850947 	 Train acc: 0.868125 	 Val Loss: 2.207837 	 Val acc 0.285000
Epoch 7 	 Train Loss: 0.711619 	 Train acc: 0.904375 	 Val Loss: 2.330755 	 Val acc 0.287500
Epoch 8 	 Train Loss: 0.607822 	 Train acc: 0.904375 	 Val Loss: 2.447451 	 Val acc 0.290000
Epoch 9 	 Train Loss: 0.529441 	 Train acc: 0.916875 	 Val Loss: 2.559984 	 Val acc 0.295000
Epoch 10 	 Train Loss: 0.467300 	 Train acc: 0.925000 	 Val Loss: 2.654889 	 Val acc 0.312500
Epoch 11 	 Train Loss: 0.414668 	 Train acc: 0.933125 	 Val Loss: 2.753290 	 Val acc 0.317500
Epoch 12 	 Train Loss: 0.373259 	 Train acc: 0.939375 	 Val Loss: 2.839575 	 Val acc 0.320000
Epoch 13 	 Train Loss: 0.337603 	 Train acc: 0.940000 	 Val Loss: 2.920737 	 Val acc 0.325000
Epoch 14 	 Train Loss: 0.308096 	 Train acc: 0.945000 	 Val Loss: 2.996770 	 Val acc 0.327500
Epoch 15 	 Train Loss: 0.282897 	 Train acc: 0.951250 	 Val Loss: 3.083099 	 Val acc 0.330000
Epoch 16 	 Train Loss: 0.262069 	 Train acc: 0.954375 	 Val Loss: 3.129262 	 Val acc 0.332500
Epoch 17 	 Train Loss: 0.242544 	 Train acc: 0.960625 	 Val Loss: 3.194623 	 Val acc 0.330000
Epoch 18 	 Train Loss: 0.227378 	 Train acc: 0.965625 	 Val Loss: 3.245707 	 Val acc 0.330000
Epoch 19 	 Train Loss: 0.212592 	 Train acc: 0.966250 	 Val Loss: 3.303446 	 Val acc 0.330000
Epoch 20 	 Train Loss: 0.199474 	 Train acc: 0.970000 	 Val Loss: 3.349084 	 Val acc 0.332500
Epoch 1 	 Loss: 1.821292 	Val Loss: 0.644540
Epoch 1 	 Train Loss: 3.485645 	 Train acc: 0.205000 	 Val Loss: 2.115670 	 Val acc 0.282500
Epoch 2 	 Train Loss: 2.671526 	 Train acc: 0.425625 	 Val Loss: 1.945212 	 Val acc 0.287500
Epoch 3 	 Train Loss: 1.892858 	 Train acc: 0.620000 	 Val Loss: 1.897567 	 Val acc 0.300000
Epoch 4 	 Train Loss: 1.385988 	 Train acc: 0.710625 	 Val Loss: 1.949138 	 Val acc 0.312500
Epoch 5 	 Train Loss: 1.080821 	 Train acc: 0.781250 	 Val Loss: 2.007955 	 Val acc 0.297500
Epoch 6 	 Train Loss: 0.881017 	 Train acc: 0.828750 	 Val Loss: 2.114542 	 Val acc 0.297500
Epoch 7 	 Train Loss: 0.742206 	 Train acc: 0.871875 	 Val Loss: 2.196415 	 Val acc 0.300000
Epoch 8 	 Train Loss: 0.641349 	 Train acc: 0.885000 	 Val Loss: 2.310544 	 Val acc 0.320000
Epoch 9 	 Train Loss: 0.559810 	 Train acc: 0.905625 	 Val Loss: 2.396285 	 Val acc 0.322500
Epoch 10 	 Train Loss: 0.495672 	 Train acc: 0.920625 	 Val Loss: 2.493800 	 Val acc 0.317500
Epoch 11 	 Train Loss: 0.443957 	 Train acc: 0.932500 	 Val Loss: 2.583923 	 Val acc 0.325000
Epoch 12 	 Train Loss: 0.399770 	 Train acc: 0.934375 	 Val Loss: 2.659288 	 Val acc 0.330000
Epoch 13 	 Train Loss: 0.364066 	 Train acc: 0.936250 	 Val Loss: 2.763243 	 Val acc 0.340000
Epoch 14 	 Train Loss: 0.333397 	 Train acc: 0.943750 	 Val Loss: 2.830338 	 Val acc 0.342500
Epoch 15 	 Train Loss: 0.306414 	 Train acc: 0.950000 	 Val Loss: 2.920614 	 Val acc 0.332500
Epoch 16 	 Train Loss: 0.283909 	 Train acc: 0.953750 	 Val Loss: 2.967015 	 Val acc 0.335000
Epoch 17 	 Train Loss: 0.264902 	 Train acc: 0.958750 	 Val Loss: 3.052349 	 Val acc 0.340000
Epoch 18 	 Train Loss: 0.248305 	 Train acc: 0.958750 	 Val Loss: 3.101328 	 Val acc 0.340000
Epoch 19 	 Train Loss: 0.234870 	 Train acc: 0.961875 	 Val Loss: 3.156825 	 Val acc 0.342500
Epoch 20 	 Train Loss: 0.219487 	 Train acc: 0.968125 	 Val Loss: 3.204821 	 Val acc 0.335000
Epoch 1 	 Loss: 1.842049 	Val Loss: 0.597683
Epoch 1 	 Train Loss: 3.498718 	 Train acc: 0.204375 	 Val Loss: 2.157826 	 Val acc 0.257500
Epoch 2 	 Train Loss: 2.687947 	 Train acc: 0.456250 	 Val Loss: 1.988310 	 Val acc 0.265000
Epoch 3 	 Train Loss: 1.874019 	 Train acc: 0.623125 	 Val Loss: 1.952275 	 Val acc 0.290000
Epoch 4 	 Train Loss: 1.359696 	 Train acc: 0.728750 	 Val Loss: 1.992682 	 Val acc 0.300000
Epoch 5 	 Train Loss: 1.052610 	 Train acc: 0.801875 	 Val Loss: 2.087134 	 Val acc 0.307500
Epoch 6 	 Train Loss: 0.856931 	 Train acc: 0.860000 	 Val Loss: 2.187711 	 Val acc 0.302500
Epoch 7 	 Train Loss: 0.721477 	 Train acc: 0.885625 	 Val Loss: 2.299939 	 Val acc 0.300000
Epoch 8 	 Train Loss: 0.619616 	 Train acc: 0.900625 	 Val Loss: 2.390162 	 Val acc 0.305000
Epoch 9 	 Train Loss: 0.542276 	 Train acc: 0.912500 	 Val Loss: 2.497987 	 Val acc 0.307500
Epoch 10 	 Train Loss: 0.479383 	 Train acc: 0.925625 	 Val Loss: 2.576097 	 Val acc 0.327500
Epoch 11 	 Train Loss: 0.427082 	 Train acc: 0.935625 	 Val Loss: 2.675100 	 Val acc 0.332500
Epoch 12 	 Train Loss: 0.382954 	 Train acc: 0.940625 	 Val Loss: 2.738784 	 Val acc 0.350000
Epoch 13 	 Train Loss: 0.345398 	 Train acc: 0.948750 	 Val Loss: 2.833394 	 Val acc 0.345000
Epoch 14 	 Train Loss: 0.315074 	 Train acc: 0.946875 	 Val Loss: 2.902534 	 Val acc 0.342500
Epoch 15 	 Train Loss: 0.288400 	 Train acc: 0.955625 	 Val Loss: 2.967050 	 Val acc 0.340000
Epoch 16 	 Train Loss: 0.264598 	 Train acc: 0.960000 	 Val Loss: 3.025872 	 Val acc 0.335000
Epoch 17 	 Train Loss: 0.246939 	 Train acc: 0.959375 	 Val Loss: 3.088566 	 Val acc 0.337500
Epoch 18 	 Train Loss: 0.229215 	 Train acc: 0.967500 	 Val Loss: 3.145110 	 Val acc 0.332500
Epoch 19 	 Train Loss: 0.213589 	 Train acc: 0.971250 	 Val Loss: 3.180815 	 Val acc 0.337500
Epoch 20 	 Train Loss: 0.201943 	 Train acc: 0.971250 	 Val Loss: 3.239317 	 Val acc 0.340000
Epoch 1 	 Loss: 1.767032 	Val Loss: 0.544288
Epoch 1 	 Train Loss: 3.506711 	 Train acc: 0.174375 	 Val Loss: 2.150610 	 Val acc 0.232500
Epoch 2 	 Train Loss: 2.703789 	 Train acc: 0.459375 	 Val Loss: 1.968822 	 Val acc 0.292500
Epoch 3 	 Train Loss: 1.900952 	 Train acc: 0.606250 	 Val Loss: 1.927353 	 Val acc 0.297500
Epoch 4 	 Train Loss: 1.390204 	 Train acc: 0.684375 	 Val Loss: 1.967172 	 Val acc 0.315000
Epoch 5 	 Train Loss: 1.076901 	 Train acc: 0.766875 	 Val Loss: 2.048365 	 Val acc 0.310000
Epoch 6 	 Train Loss: 0.875528 	 Train acc: 0.848750 	 Val Loss: 2.151829 	 Val acc 0.297500
Epoch 7 	 Train Loss: 0.734991 	 Train acc: 0.886875 	 Val Loss: 2.259268 	 Val acc 0.302500
Epoch 8 	 Train Loss: 0.628845 	 Train acc: 0.901875 	 Val Loss: 2.375613 	 Val acc 0.302500
Epoch 9 	 Train Loss: 0.548359 	 Train acc: 0.921250 	 Val Loss: 2.470937 	 Val acc 0.307500
Epoch 10 	 Train Loss: 0.482843 	 Train acc: 0.931875 	 Val Loss: 2.575140 	 Val acc 0.330000
Epoch 11 	 Train Loss: 0.428610 	 Train acc: 0.940625 	 Val Loss: 2.662299 	 Val acc 0.332500
Epoch 12 	 Train Loss: 0.385613 	 Train acc: 0.946250 	 Val Loss: 2.750474 	 Val acc 0.340000
Epoch 13 	 Train Loss: 0.349039 	 Train acc: 0.951875 	 Val Loss: 2.833770 	 Val acc 0.337500
Epoch 14 	 Train Loss: 0.319059 	 Train acc: 0.953750 	 Val Loss: 2.912409 	 Val acc 0.340000
Epoch 15 	 Train Loss: 0.291870 	 Train acc: 0.957500 	 Val Loss: 2.985243 	 Val acc 0.337500
Epoch 16 	 Train Loss: 0.270979 	 Train acc: 0.961875 	 Val Loss: 3.041743 	 Val acc 0.342500
Epoch 17 	 Train Loss: 0.250887 	 Train acc: 0.968750 	 Val Loss: 3.116682 	 Val acc 0.342500
Epoch 18 	 Train Loss: 0.233768 	 Train acc: 0.968750 	 Val Loss: 3.166701 	 Val acc 0.342500
Epoch 19 	 Train Loss: 0.220172 	 Train acc: 0.971250 	 Val Loss: 3.225361 	 Val acc 0.340000
Epoch 20 	 Train Loss: 0.207050 	 Train acc: 0.973125 	 Val Loss: 3.267134 	 Val acc 0.340000
Epoch 1 	 Loss: 1.759977 	Val Loss: 0.601710
Epoch 1 	 Train Loss: 3.484202 	 Train acc: 0.202500 	 Val Loss: 2.131249 	 Val acc 0.255000
Epoch 2 	 Train Loss: 2.652090 	 Train acc: 0.440625 	 Val Loss: 1.941849 	 Val acc 0.277500
Epoch 3 	 Train Loss: 1.875884 	 Train acc: 0.586875 	 Val Loss: 1.905095 	 Val acc 0.292500
Epoch 4 	 Train Loss: 1.382582 	 Train acc: 0.710625 	 Val Loss: 1.936518 	 Val acc 0.305000
Epoch 5 	 Train Loss: 1.077537 	 Train acc: 0.811875 	 Val Loss: 2.026012 	 Val acc 0.300000
Epoch 6 	 Train Loss: 0.875049 	 Train acc: 0.864375 	 Val Loss: 2.119807 	 Val acc 0.325000
Epoch 7 	 Train Loss: 0.733841 	 Train acc: 0.893125 	 Val Loss: 2.235013 	 Val acc 0.315000
Epoch 8 	 Train Loss: 0.626177 	 Train acc: 0.901875 	 Val Loss: 2.359307 	 Val acc 0.327500
Epoch 9 	 Train Loss: 0.544007 	 Train acc: 0.913750 	 Val Loss: 2.431982 	 Val acc 0.337500
Epoch 10 	 Train Loss: 0.478158 	 Train acc: 0.926875 	 Val Loss: 2.556870 	 Val acc 0.340000
Epoch 11 	 Train Loss: 0.425830 	 Train acc: 0.932500 	 Val Loss: 2.630928 	 Val acc 0.342500
Epoch 12 	 Train Loss: 0.380735 	 Train acc: 0.941875 	 Val Loss: 2.734093 	 Val acc 0.345000
Epoch 13 	 Train Loss: 0.345671 	 Train acc: 0.946875 	 Val Loss: 2.801753 	 Val acc 0.347500
Epoch 14 	 Train Loss: 0.316095 	 Train acc: 0.946250 	 Val Loss: 2.876852 	 Val acc 0.352500
Epoch 15 	 Train Loss: 0.288970 	 Train acc: 0.954375 	 Val Loss: 2.927223 	 Val acc 0.342500
Epoch 16 	 Train Loss: 0.267028 	 Train acc: 0.955625 	 Val Loss: 2.994406 	 Val acc 0.342500
Epoch 17 	 Train Loss: 0.248824 	 Train acc: 0.963125 	 Val Loss: 3.049779 	 Val acc 0.342500
Epoch 18 	 Train Loss: 0.232205 	 Train acc: 0.964375 	 Val Loss: 3.101986 	 Val acc 0.342500
Epoch 19 	 Train Loss: 0.217606 	 Train acc: 0.969375 	 Val Loss: 3.149661 	 Val acc 0.347500
Epoch 20 	 Train Loss: 0.204099 	 Train acc: 0.969375 	 Val Loss: 3.193231 	 Val acc 0.352500
Epoch 1 	 Loss: 1.831853 	Val Loss: 0.596846
Epoch 1 	 Train Loss: 3.509134 	 Train acc: 0.205625 	 Val Loss: 2.119941 	 Val acc 0.282500
Epoch 2 	 Train Loss: 2.704653 	 Train acc: 0.452500 	 Val Loss: 1.934622 	 Val acc 0.292500
Epoch 3 	 Train Loss: 1.905318 	 Train acc: 0.598750 	 Val Loss: 1.895086 	 Val acc 0.312500
Epoch 4 	 Train Loss: 1.399133 	 Train acc: 0.700000 	 Val Loss: 1.942450 	 Val acc 0.310000
Epoch 5 	 Train Loss: 1.091536 	 Train acc: 0.779375 	 Val Loss: 2.040694 	 Val acc 0.297500
Epoch 6 	 Train Loss: 0.882421 	 Train acc: 0.847500 	 Val Loss: 2.136051 	 Val acc 0.305000
Epoch 7 	 Train Loss: 0.739907 	 Train acc: 0.883125 	 Val Loss: 2.248958 	 Val acc 0.312500
Epoch 8 	 Train Loss: 0.631064 	 Train acc: 0.905625 	 Val Loss: 2.354188 	 Val acc 0.325000
Epoch 9 	 Train Loss: 0.547591 	 Train acc: 0.912500 	 Val Loss: 2.454602 	 Val acc 0.325000
Epoch 10 	 Train Loss: 0.481502 	 Train acc: 0.925625 	 Val Loss: 2.566001 	 Val acc 0.340000
Epoch 11 	 Train Loss: 0.429108 	 Train acc: 0.935000 	 Val Loss: 2.641478 	 Val acc 0.335000
Epoch 12 	 Train Loss: 0.383621 	 Train acc: 0.942500 	 Val Loss: 2.746042 	 Val acc 0.327500
Epoch 13 	 Train Loss: 0.347131 	 Train acc: 0.944375 	 Val Loss: 2.828640 	 Val acc 0.327500
Epoch 14 	 Train Loss: 0.315992 	 Train acc: 0.948125 	 Val Loss: 2.892134 	 Val acc 0.330000
Epoch 15 	 Train Loss: 0.291570 	 Train acc: 0.953125 	 Val Loss: 2.972263 	 Val acc 0.332500
Epoch 16 	 Train Loss: 0.268471 	 Train acc: 0.956250 	 Val Loss: 3.046783 	 Val acc 0.325000
Epoch 17 	 Train Loss: 0.249188 	 Train acc: 0.959375 	 Val Loss: 3.094989 	 Val acc 0.330000
Epoch 18 	 Train Loss: 0.231961 	 Train acc: 0.963125 	 Val Loss: 3.146674 	 Val acc 0.325000
Epoch 19 	 Train Loss: 0.217293 	 Train acc: 0.968750 	 Val Loss: 3.197501 	 Val acc 0.322500
Epoch 20 	 Train Loss: 0.203791 	 Train acc: 0.971875 	 Val Loss: 3.269313 	 Val acc 0.325000
Mean acc is 0.33625
Standard deviation acc is 0.010817295821455965
Best acc is 0.3525
Experiment was type fold3 : folder ../ZeroShotESCData/pickles/esc50/ESC_50_synonyms/fold34.pickle
